IMPL,PARAMS,MEAN,SSD,SEM,RSE,CI95LO,CI95UP
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.75!N!data_size: 512!N!compression_rate: 0.5!N!preprocessing_time: 5!N!,194346.6814028,2237.7476786656102,707.6379493337907,0.0036411115653019618,192959.71102210577,195733.65178349422
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.75!N!data_size: 512!N!compression_rate: 0.8!N!preprocessing_time: 2!N!,114908.6225338,5811.680172649651,1837.8146378013498,0.015993705235312194,111306.50584370935,118510.73922389063
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.75!N!data_size: 512!N!compression_rate: 0.8!N!preprocessing_time: 5!N!,170290.24073209998,1783.6146765183626,564.0284845902468,0.0033121597700808613,169184.7449023031,171395.73656189686
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 128!N!compression_rate: 0.5!N!preprocessing_time: 2!N!,86053.69038169998,824.640962126995,260.77436921939545,0.0030303682278203753,85542.57261802997,86564.80814537
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 128!N!compression_rate: 0.5!N!preprocessing_time: 5!N!,138085.86858309997,1057.8544606155126,334.5229528513906,0.002422571956739186,137430.20359551124,138741.5335706887
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 128!N!compression_rate: 0.8!N!preprocessing_time: 2!N!,79063.327937,391.15549662883757,123.69422886414408,0.0015644956023443297,78820.88724842627,79305.76862557372
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 128!N!compression_rate: 0.8!N!preprocessing_time: 5!N!,135561.7966147,866.9968084302133,274.1684638736147,0.0020224611263663685,135024.4264255077,136099.1668038923
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 256!N!compression_rate: 0.5!N!preprocessing_time: 2!N!,99858.95316289998,475.593515824373,150.39587504123514,0.001506083032894349,99564.17724781916,100153.72907798081
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 256!N!compression_rate: 0.5!N!preprocessing_time: 5!N!,154885.586459,757.5107267745668,239.54592486171256,0.0015465992048596666,154416.07644627106,155355.09647172896
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 256!N!compression_rate: 0.8!N!preprocessing_time: 2!N!,83977.3133059,675.1780990951497,213.5100619403544,0.0025424731220277537,83558.8335844969,84395.7930273031
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 256!N!compression_rate: 0.8!N!preprocessing_time: 5!N!,135308.5746164,1086.41186411617,343.55359676364486,0.0025390378823930398,134635.20956674326,135981.93966605674
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 512!N!compression_rate: 0.5!N!preprocessing_time: 2!N!,123466.48009229999,546.9006658658246,172.94517579987084,0.0014007459811811434,123127.50754773224,123805.45263686773
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 512!N!compression_rate: 0.5!N!preprocessing_time: 5!N!,181633.57052989997,1271.6886098863633,402.14324817342276,0.002214035913076009,180845.36976348006,182421.77129631987
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 512!N!compression_rate: 0.8!N!preprocessing_time: 2!N!,92670.25222329999,1521.9036478344763,481.26819064757285,0.005193340679465293,91726.96656963075,93613.53787696923
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 20000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 1.0!N!data_size: 512!N!compression_rate: 0.8!N!preprocessing_time: 5!N!,150340.50194539997,663.4987371112679,209.8167233916895,0.0013956101029108565,149929.26116755226,150751.74272324768
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 1024!N!compression_rate: 0.5!N!preprocessing_time: 2!N!,55413.1889552,863.6904484264895,273.12290103598974,0.004928842865491858,54877.86806916946,55948.50984123054
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 1024!N!compression_rate: 0.5!N!preprocessing_time: 5!N!,70013.6140341,878.7003682277001,277.86945444281844,0.003968791759663809,69468.98990339208,70558.23816480792
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 1024!N!compression_rate: 0.8!N!preprocessing_time: 2!N!,46900.70580519999,558.8745756504022,176.73165854153498,0.003768208932197782,46554.311754458584,47247.0998559414
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 1024!N!compression_rate: 0.8!N!preprocessing_time: 5!N!,62623.9433435,515.4715004007506,163.00640101707694,0.002602940541814284,62304.450797506535,62943.43588949347
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 2048!N!compression_rate: 0.5!N!preprocessing_time: 2!N!,91703.04764299998,1339.1719512373327,423.4833544521915,0.004617985610476246,90873.02026827369,92533.07501772628
KOMPACTMIX,algorithm: ""paxos""!N!number_of_nodes: 3!N!number_of_proposals: 5000000!N!concurrent_proposals: 100000!N!reconfiguration: ""off""!N!reconfig_policy: ""none""!N!network_scenario: ""fully_connected""!N!probability: 0.5!N!data_size: 2048!N!compression_rate: 0.5!N!preprocessing_time: 5!N!,106777.39570689997,1045.6431555664487,330.661399135575,0.0030967359425325223,106129.29936459425,107425.4920492057
